x_value,theta,r 
15,38.0625,147.5
15,39.4375,148.25
15,40.828125,148.25
15,42.96875,149.0
15,43.65625,149.5
15,45.03125,148.75
15,46.40625,147.25
13,50.546875,158.0
13,51.921875,157.0
12,53.296875,157.25
12,54.6875,157.75
8,56.0625,156.25
15,107.296875,136.75
15,109.03125,134.0
15,108.96875,132.0
10,109.78125,131.25
15,123.40625,131.25
15,124.78125,132.0
15,126.15625,133.25
15,127.28125,135.0
15,135.21875,254.25
15,135.875,255.0
15,137.609375,256.5
15,139.234375,257.25
15,140.53125,258.5
15,141.875,259.25
15,143.515625,262.0
15,145.140625,267.5
15,145.203125,272.0
15,146.859375,273.75
15,150.03125,3080.25
15,152.71875,804.0
15,156.296875,534.0
15,163.25,163.0
15,164.625,162.75
15,166.0,165.75
15,174.21875,154.25
15,175.59375,155.5
15,184.078125,354.25
15,184.953125,373.5
15,186.171875,391.75
15,187.5625,404.5
15,188.859375,417.25
15,190.046875,434.75
15,191.375,459.25
15,192.4375,492.0
15,193.65625,506.5
15,195.0625,509.25
15,196.3125,515.5
15,197.59375,523.25
15,199.09375,531.75
15,200.390625,543.25
15,201.765625,556.75
15,203.0,575.25
13,204.296875,604.5
15,205.421875,620.0
15,206.765625,605.75
15,208.390625,577.75
15,209.9375,553.75
15,211.390625,537.5
15,212.796875,527.75
15,214.046875,521.5
15,215.578125,518.5
15,216.921875,517.0
15,218.125,518.25
15,219.59375,523.5
15,220.953125,529.5
15,222.265625,540.5
15,223.484375,553.5
15,224.921875,562.5
15,226.21875,565.5
15,227.484375,568.75
15,229.078125,572.5
15,230.265625,580.5
15,231.8125,592.5
15,232.9375,614.0
15,234.28125,641.25
15,235.546875,651.75
15,237.0,664.5
15,238.28125,661.0
15,239.78125,658.25
15,241.09375,660.75
15,242.546875,665.0
11,246.75,1486.25
15,248.125,1466.5
12,249.546875,1438.0
15,253.453125,1584.75
15,254.859375,1522.25
15,256.21875,1501.75
15,257.59375,1501.75
8,259.078125,1430.0
15,260.421875,1395.25
14,261.828125,1421.25
12,264.828125,530.25
15,265.75,1672.5
15,267.1875,1573.25
15,268.515625,1652.75
15,269.859375,1645.0
15,271.21875,1632.0
15,272.609375,1623.25
15,280.546875,306.25
15,285.21875,218.25
14,283.484375,666.5
15,284.859375,645.25
15,286.4375,586.5
15,287.125,860.25
15,288.953125,661.0
15,290.328125,673.25
15,293.171875,1610.75
15,294.53125,1619.25
15,295.9375,1529.0
15,297.4375,1397.5
15,298.921875,1278.5
8,301.25,654.25
15,302.8125,657.75
15,304.125,647.5
8,305.5625,634.0
8,306.984375,624.25
15,309.625,652.5
15,310.9375,676.5
15,312.15625,704.5
15,313.4375,701.25
15,314.9375,672.25
15,316.484375,647.25
15,317.96875,625.25
10,322.0,379.75
14,323.5625,363.75
15,325.171875,356.75
7,330.75,167.25
10,329.75,321.5
8,331.40625,322.0
15,333.53125,342.25
15,334.953125,346.25
15,337.546875,367.25
15,338.765625,378.5
15,339.96875,391.25
15,341.265625,405.25
15,342.390625,416.5
15,344.09375,410.25
15,345.640625,403.75
15,346.703125,399.5
15,348.46875,394.0
15,349.734375,390.0
15,351.296875,385.5
15,352.703125,382.5
15,353.875,378.0
15,355.015625,375.25
15,356.515625,372.75
15,357.890625,370.5
15,359.546875,365.25
15,0.953125,365.5
15,2.40625,362.25
15,3.609375,361.75
15,5.3125,360.0
15,6.3125,359.25
14,13.828125,276.25
15,24.359375,148.75
15,25.734375,148.5
15,27.109375,148.5
15,28.484375,148.0
15,29.859375,147.0
15,31.234375,147.0
15,32.609375,147.25
15,33.984375,147.25
15,35.359375,147.25
15,37.8125,147.75
15,38.9375,147.5
15,39.484375,148.25
15,40.859375,148.25
15,43.203125,149.0
15,43.6875,149.5
15,45.0625,148.75
15,46.703125,147.25
13,50.578125,157.75
13,51.96875,156.75
12,53.34375,157.25
12,54.734375,157.5
10,56.09375,157.25
15,106.984375,136.75
15,107.078125,133.75
15,109.625,132.0
9,110.734375,131.25
15,125.171875,131.5
15,126.734375,132.25
15,126.265625,133.25
15,129.453125,135.25
15,135.34375,254.25
15,137.828125,255.0
15,137.21875,256.5
15,140.078125,257.25
15,140.25,258.75
15,141.546875,259.5
15,143.515625,262.0
15,144.171875,267.5
15,145.40625,272.5
15,146.796875,273.5
15,150.125,3089.0
15,152.890625,803.75
15,155.203125,547.5
15,156.609375,532.75
15,163.375,162.0
15,164.484375,163.0
15,166.109375,165.75
15,174.34375,154.25
15,175.71875,155.25
15,183.75,356.5
15,185.171875,375.25
15,186.234375,393.0
15,187.609375,405.75
15,188.953125,419.0
15,190.265625,437.25
15,191.359375,461.75
15,192.484375,495.0
15,193.625,507.0
15,195.109375,511.25
15,196.4375,516.5
15,197.640625,523.25
15,199.1875,533.0
15,200.359375,545.0
15,201.609375,558.5
15,203.015625,577.0
8,204.140625,618.75
15,205.53125,620.5
15,207.03125,602.75
15,208.59375,575.5
15,210.03125,552.5
15,211.34375,537.5
15,212.9375,527.0
15,214.390625,520.75
15,215.5,518.5
15,217.0625,517.0
15,218.3125,519.0
15,219.703125,524.0
15,221.1875,530.0
15,222.515625,540.5
15,223.78125,553.75
15,225.0,562.75
15,226.453125,565.75
15,227.78125,569.25
15,229.046875,574.0
15,230.578125,582.0
15,231.859375,594.0
15,233.109375,616.25
15,234.34375,644.5
15,235.625,662.25
15,237.125,662.75
15,238.546875,660.25
15,239.890625,657.25
15,241.3125,660.5
15,242.515625,666.75
11,246.859375,1485.25
15,248.3125,1457.5
9,249.6875,1443.0
15,253.625,1569.25
15,255.015625,1519.5
15,256.40625,1499.25
15,257.71875,1506.0
15,260.59375,1403.0
12,261.875,1423.75
15,267.28125,1592.5
15,268.65625,1652.25
15,270.0,1646.0
15,271.34375,1633.0
15,272.765625,1621.5
15,280.9375,307.75
15,285.109375,219.0
15,283.703125,667.5
15,285.109375,642.5
15,289.171875,661.5
15,290.46875,675.0
15,293.296875,1610.75
15,294.703125,1616.0
15,296.109375,1526.5
15,297.609375,1383.5
15,299.0,1269.5
8,301.453125,653.75
15,302.703125,657.25
15,304.15625,645.75
15,309.5625,653.75
15,310.921875,678.75
15,312.203125,708.0
15,313.5625,700.0
15,315.109375,671.0
15,316.53125,645.75
15,317.9375,624.5
11,322.203125,378.5
15,323.59375,361.5
15,325.171875,355.0
13,329.953125,322.5
15,333.65625,340.5
15,335.34375,347.0
9,336.28125,366.25
15,337.4375,368.25
15,339.046875,380.0
15,340.125,392.5
15,341.46875,406.5
15,342.703125,415.5
15,344.0,409.25
15,345.546875,403.5
15,347.109375,399.25
15,348.40625,394.5
15,349.734375,389.75
15,351.0625,385.5
15,352.578125,382.25
15,354.015625,377.75
15,355.296875,375.25
15,356.640625,372.25
15,358.203125,370.25
15,359.484375,365.75
15,0.8125,365.25
15,2.6875,360.25
15,3.765625,361.75
15,5.28125,359.75
15,6.78125,359.0
15,8.21875,341.75
15,9.0,358.0
11,13.796875,277.5
15,19.234375,358.25
15,24.4375,148.75
15,26.65625,149.0
15,27.1875,148.5
15,28.5625,147.75
15,29.953125,147.25
15,31.3125,146.75
15,32.6875,147.0
15,34.0625,147.25
15,36.125,147.25
15,36.8125,147.75
15,38.1875,147.5
15,39.5625,148.5
15,40.9375,148.25
15,42.359375,149.0
15,43.734375,149.5
15,45.109375,148.75
15,46.46875,147.0
13,50.609375,157.5
13,51.984375,156.75
12,53.109375,156.5
12,54.734375,158.0
9,56.109375,157.5
11,57.484375,160.0
8,58.859375,159.75
9,60.25,162.25
15,105.734375,136.5
15,107.109375,133.75
15,110.09375,132.0
9,111.0,131.25
15,125.1875,131.5
15,125.59375,132.25
15,126.28125,133.25
15,129.09375,135.25
15,135.453125,254.25
15,135.875,255.25
15,138.859375,256.25
15,140.0,257.25
15,139.953125,258.75
15,141.828125,259.5
15,143.21875,262.0
15,143.953125,267.25
15,145.5,272.5
15,146.46875,273.5
15,150.125,3094.25
15,152.890625,803.75
15,154.9375,547.5
15,156.578125,532.5
15,163.421875,162.5
15,164.796875,162.75
15,166.171875,165.5
15,174.421875,154.25
15,175.796875,155.5
15,183.828125,356.75
15,185.1875,377.0
15,186.3125,394.25
15,187.71875,405.75
15,188.6875,420.25
15,190.265625,437.75
15,191.34375,463.0
15,192.609375,494.75
15,193.78125,506.0
15,194.984375,511.5
15,196.5625,515.75
15,197.78125,523.0
15,199.21875,533.0
15,200.328125,544.5
15,201.640625,559.5
15,202.984375,577.5
9,204.171875,615.5
15,205.515625,619.75
15,207.046875,601.75
15,208.4375,574.5
15,210.078125,551.5
15,211.515625,536.5
15,212.984375,526.75
15,214.21875,520.5
15,215.5625,519.0
15,217.109375,517.0
15,218.25,519.75
15,219.65625,523.75
15,221.21875,530.0
15,222.484375,541.25
15,223.625,554.25
15,225.0,563.25
15,226.484375,565.5
15,227.828125,569.5
15,229.0625,572.5
15,230.453125,581.75
15,231.75,594.0
15,233.1875,616.5
15,234.3125,643.75
15,235.71875,661.0
15,237.078125,662.25
15,238.40625,660.0
15,239.734375,659.25
15,241.25,660.5
15,242.453125,667.5
11,246.828125,1482.75
15,248.234375,1464.0
9,256.015625,303.0
15,253.625,1567.5
15,255.015625,1518.75
15,256.390625,1493.75
15,257.734375,1521.0
15,260.609375,1404.5
13,262.0,1422.75
15,265.890625,1676.0
15,267.3125,1594.5
15,268.6875,1652.0
15,270.03125,1645.5
15,271.40625,1632.75
15,272.8125,1621.25
15,284.015625,219.25
15,283.578125,667.0
15,285.015625,642.25
15,289.125,661.75
15,290.40625,675.75
15,293.328125,1610.0
15,294.6875,1621.0
15,296.125,1526.75
15,297.578125,1382.0
15,299.046875,1266.25
8,301.421875,653.5
15,302.8125,656.5
15,304.265625,645.5
9,308.375,627.0
15,309.59375,653.75
15,311.015625,678.75
15,312.265625,707.25
15,313.625,699.5
15,315.03125,671.5
15,316.640625,645.5
15,317.953125,624.5
11,322.21875,378.5
15,323.59375,362.0
15,325.296875,355.0
14,330.09375,322.5
15,333.53125,341.0
15,334.90625,347.0
8,336.328125,366.0
15,337.5625,368.0
15,338.625,380.0
15,340.21875,392.25
15,341.34375,406.0
15,342.4375,415.75
15,343.9375,409.75
15,345.734375,403.5
15,347.09375,399.0
15,348.171875,394.25
15,349.53125,390.25
15,351.09375,385.75
15,352.734375,382.5
15,353.9375,378.0
15,355.03125,375.25
15,356.703125,372.5
15,358.234375,370.25
15,359.625,365.25
15,1.046875,365.25
15,2.421875,361.75
15,3.46875,361.75
15,5.296875,360.0
15,6.1875,359.25
15,8.15625,339.0
15,9.3125,357.5
15,13.546875,276.25
15,19.09375,357.75
15,24.375,148.75
15,25.765625,148.75
15,27.140625,148.5
15,29.0625,148.0
15,29.890625,147.25
15,31.578125,147.0
15,32.625,147.0
15,34.0,147.25
15,35.375,147.25
15,36.75,147.5
15,38.125,147.5
15,40.5,148.25
15,40.875,148.5
15,42.265625,149.0
15,43.625,149.5
15,45.0,149.0
15,46.875,147.25
14,50.5,158.5
13,51.875,157.0
12,53.25,157.5
11,54.625,157.5
7,56.0,156.0
15,107.25,136.75
15,108.015625,134.0
15,108.6875,132.0
10,109.640625,131.25
13,123.375,131.25
15,124.765625,132.0
15,126.96875,133.25
15,127.5,134.75
15,135.515625,254.5
15,136.328125,254.75
15,138.734375,256.0
15,139.5625,257.25
15,139.71875,258.5
15,141.53125,259.5
15,142.671875,261.75
15,144.328125,267.25
15,146.0,271.5
15,146.578125,273.75
13,149.921875,3076.75
15,152.5625,804.0
15,156.25,534.0
15,163.234375,163.5
15,164.609375,162.5
15,165.984375,165.25
15,174.234375,154.25
15,175.609375,154.75
15,176.96875,157.75
15,178.34375,161.25
15,184.046875,354.25
15,185.265625,373.25
15,186.359375,391.0
15,187.296875,404.25
15,188.578125,416.75
15,189.796875,434.5
15,191.296875,458.75
15,192.40625,492.25
15,193.65625,505.0
15,194.796875,510.25
15,196.203125,515.5
15,197.515625,522.25
15,198.765625,531.75
15,200.28125,543.0
15,201.484375,557.0
15,202.6875,575.25
12,204.03125,604.75
15,205.375,620.25
15,206.75,605.0
15,208.265625,578.25
15,209.9375,552.75
15,211.125,537.5
15,212.671875,527.25
15,214.09375,521.0
15,215.53125,518.25
15,216.828125,516.75
15,218.109375,517.75
15,219.703125,522.25
15,220.90625,528.75
15,222.25,539.25
15,223.625,551.75
15,224.875,563.75
15,226.234375,565.75
15,227.625,568.5
15,228.84375,572.5
15,230.3125,580.25
15,231.71875,592.75
15,232.984375,613.0
15,234.09375,640.25
15,235.359375,663.5
15,236.78125,664.75
15,238.1875,662.0
15,239.625,660.75
15,241.03125,662.0
15,242.359375,668.25
10,246.625,1491.5
14,248.0,1465.75
10,249.359375,1442.5
15,254.328125,316.0
15,255.75,308.25
8,253.375,1621.25
15,254.796875,1525.5
15,256.1875,1505.25
15,260.421875,1408.5
13,261.703125,1418.25
12,264.859375,529.0
15,269.828125,1645.75
15,271.1875,1634.0
15,272.578125,1627.5
15,280.578125,305.25
15,284.84375,217.5
12,282.640625,982.5
15,284.703125,650.75
15,286.359375,601.25
15,287.078125,843.25
15,288.9375,661.25
15,290.171875,670.75
15,291.640625,1605.75
15,293.03125,1608.5
15,294.390625,1618.5
9,296.53125,873.5
15,297.28125,1407.25
15,298.734375,1286.75
15,302.5,657.25
15,304.0625,648.5
14,305.4375,634.5
10,306.890625,624.25
15,309.375,649.0
15,310.6875,672.75
15,312.0625,702.0
15,313.34375,703.25
15,314.78125,675.25
15,316.28125,651.0
15,317.71875,627.75
12,321.75,383.0
15,323.265625,375.5
15,324.96875,357.0
9,330.578125,167.25
12,329.5625,324.0
8,330.953125,322.0
15,333.359375,344.0
15,334.90625,345.25
15,337.515625,366.25
15,338.5625,377.25
15,340.015625,389.5
15,340.890625,402.25
15,342.3125,416.75
15,343.921875,410.75
15,345.21875,404.75
15,346.5625,400.75
15,347.921875,395.5
15,349.515625,389.75
15,350.609375,387.25
15,351.9375,383.0
15,353.59375,379.75
15,355.125,375.5
15,356.15625,372.75
15,357.890625,370.0
15,0.640625,366.0
15,2.171875,364.25
15,3.53125,362.5
15,4.828125,360.5
15,5.9375,359.75
15,7.265625,360.0
15,8.890625,357.75
15,13.515625,274.25
15,24.046875,149.5
15,25.40625,148.75
15,26.78125,148.5
15,28.140625,148.0
15,29.515625,147.25
15,30.890625,147.25
15,32.265625,147.25
15,33.640625,147.5
15,35.015625,147.25
15,36.390625,147.25
15,38.375,148.0
15,40.0,148.0
15,41.328125,148.5
15,41.875,149.0
15,43.25,150.0
15,44.625,149.75
15,45.984375,148.0
11,47.34375,147.0
15,51.890625,157.0
15,52.84375,156.25
11,54.21875,158.0
10,55.59375,159.0
7,59.4375,163.5
11,105.03125,135.75
15,106.390625,135.0
15,109.359375,132.75
15,110.9375,131.5
10,124.390625,131.25
15,126.125,131.75
15,127.359375,132.75
15,128.234375,134.25
15,133.71875,260.5
15,136.890625,254.5
15,137.234375,255.25
15,138.078125,256.75
15,139.71875,258.0
15,141.4375,258.5
15,142.015625,261.25
15,144.0,264.5
15,144.640625,269.75
15,145.78125,273.75
15,147.546875,273.0
15,150.671875,3095.25
15,153.3125,799.0
15,155.796875,538.25
15,157.109375,531.5
15,164.046875,162.0
15,165.4375,163.75
15,173.671875,156.0
15,175.046875,154.75
15,176.4375,156.25
15,177.796875,158.75
14,183.046875,355.5
15,184.828125,364.0
15,185.765625,383.75
15,186.921875,398.5
15,188.09375,411.5
15,189.515625,426.5
15,190.65625,448.25
15,191.9375,474.25
15,193.0625,503.25
15,194.4375,509.0
15,195.734375,512.75
15,196.984375,519.25
15,198.296875,527.5
15,199.515625,537.25
15,200.8125,550.0
15,202.1875,566.25
15,203.421875,586.25
15,204.84375,612.75
15,206.265625,613.25
15,207.578125,590.25
15,209.046875,562.5
15,210.53125,543.75
15,211.90625,531.5
15,213.5,522.5
15,214.859375,520.5
15,216.171875,516.75
15,217.671875,517.0
15,218.828125,520.75
15,220.359375,526.5
15,221.6875,534.25
15,222.921875,545.5
15,224.25,558.75
15,225.71875,564.25
15,226.84375,566.5
15,228.21875,570.25
15,229.578125,576.75
15,231.078125,585.75
15,232.328125,603.0
15,233.59375,626.25
15,234.84375,652.75
15,236.171875,670.25
15,237.5625,663.75
15,238.984375,662.25
15,240.328125,662.75
15,241.6875,666.75
15,242.984375,679.75
12,245.96875,1516.25
13,247.328125,1510.5
12,254.125,316.75
15,255.171875,314.75
11,256.359375,315.75
15,254.234375,1536.75
15,255.59375,1515.5
7,256.984375,1515.0
15,261.140625,1416.5
9,262.546875,1436.75
15,267.90625,1620.5
15,269.296875,1654.25
15,270.609375,1637.25
15,272.0,1631.0
15,277.515625,587.5
15,284.203125,214.25
15,284.015625,666.5
15,285.6875,615.5
15,289.46875,664.5
15,290.984375,1619.5
15,293.71875,1619.25
15,295.0625,1613.5
15,298.046875,1345.0
13,301.984375,658.0
15,303.25,653.5
14,304.6875,640.5
15,308.78125,637.5
15,310.078125,662.5
15,311.453125,687.75
15,312.640625,717.5
15,314.0625,689.75
15,315.609375,662.5
15,317.015625,639.25
10,318.5,628.5
15,322.703125,376.0
15,324.671875,356.25
15,326.078125,351.0
10,330.4375,322.75
15,334.75,229.0
15,334.0,340.5
15,335.203125,350.5
15,336.625,361.75
15,337.875,371.5
15,339.296875,384.0
15,340.625,396.5
15,341.453125,416.25
15,342.875,413.5
15,344.234375,408.25
15,346.03125,402.5
15,347.203125,397.75
15,348.78125,392.0
15,350.21875,388.5
15,351.453125,384.5
15,352.765625,380.0
15,354.515625,377.25
15,355.796875,374.5
15,357.3125,371.0
15,358.734375,374.0
15,359.796875,366.5
15,1.421875,364.75
11,2.734375,356.25
15,4.296875,361.25
15,5.65625,360.0
15,6.734375,359.0
15,8.40625,353.0
15,9.6875,358.25
15,17.953125,353.0
15,25.46875,149.5
15,26.15625,148.5
15,28.53125,147.75
15,28.90625,147.5
15,30.28125,147.25
15,31.640625,146.75
15,33.03125,147.5
15,34.390625,147.0
15,35.765625,147.25
15,37.140625,147.75
15,38.515625,147.5
15,39.890625,148.25
15,42.09375,149.0
15,42.640625,149.0
15,44.015625,149.75
15,45.375,148.75
15,46.75,146.5
14,51.28125,156.75
13,52.234375,156.0
13,53.609375,156.25
9,55.0,157.75
9,56.359375,156.5
9,57.734375,159.5
9,59.109375,162.25
7,60.484375,161.5
15,105.84375,136.25
15,107.203125,133.5
15,109.640625,131.75
9,110.890625,131.25
8,124.515625,131.25
15,123.703125,131.5
15,126.375,132.5
15,127.78125,133.5
15,127.84375,135.25
15,134.8125,254.75
15,137.109375,255.5
15,138.34375,256.25
15,140.265625,257.5
15,141.515625,258.5
15,142.34375,260.0
15,142.78125,261.5
15,144.421875,267.0
15,145.953125,272.5
15,146.90625,273.0
15,150.171875,3095.25
15,152.796875,804.0
15,155.03125,545.25
15,156.671875,532.0
15,163.6875,163.5
15,164.9375,162.75
15,166.3125,165.25
15,174.578125,154.5
15,175.953125,155.5
15,177.734375,158.25
15,178.6875,161.75
15,184.0625,358.0
15,185.140625,377.75
15,186.640625,395.25
15,187.875,407.25
15,188.90625,421.0
15,190.203125,439.75
15,191.46875,464.75
15,192.703125,498.0
15,193.75,507.25
15,195.3125,511.0
15,196.640625,517.0
15,197.75,524.25
15,199.046875,533.75
15,200.40625,545.5
15,201.90625,561.25
15,203.078125,580.25
13,204.421875,614.75
15,205.84375,619.75
15,207.234375,596.5
15,208.8125,570.25
15,210.34375,548.0
15,211.53125,534.0
15,213.21875,524.0
15,214.640625,519.25
15,215.734375,516.5
15,217.296875,516.5
15,218.75,519.5
15,220.046875,522.75
15,221.3125,530.75
15,222.65625,542.25
15,223.8125,554.25
15,225.203125,564.0
15,226.75,565.5
15,228.03125,569.25
15,229.3125,574.5
15,230.75,583.5
15,231.953125,597.0
15,233.21875,618.75
15,234.515625,646.25
15,235.8125,669.5
15,237.140625,664.75
15,238.59375,662.75
15,240.015625,661.75
15,241.40625,666.5
15,242.703125,673.5
15,245.609375,1526.25
9,247.015625,1489.0
12,248.40625,1462.5
14,253.203125,318.5
15,254.84375,317.0
12,256.34375,309.0
15,253.921875,1551.25
15,255.296875,1520.0
15,260.84375,1435.75
11,262.265625,1427.75
15,267.59375,1631.25
15,269.0,1651.0
15,270.34375,1645.0
15,271.71875,1634.25
15,273.125,1626.0
11,277.3125,585.25
8,277.609375,980.25
15,284.015625,220.75
15,283.796875,668.0
15,285.296875,629.75
10,286.90625,552.25
15,293.5,1602.0
15,294.828125,1620.25
15,296.296875,1507.25
15,297.765625,1369.5
15,299.28125,1260.75
13,301.578125,662.75
15,303.0625,654.75
15,304.375,642.5
9,305.953125,625.75
15,308.53125,630.75
15,309.828125,657.0
15,311.140625,682.5
15,312.6875,681.75
15,313.90625,694.0
15,315.4375,667.25
15,316.875,643.75
15,318.203125,623.0
13,322.34375,378.25
15,324.390625,360.25
15,325.90625,353.0
13,330.078125,323.75
15,334.078125,340.0
15,335.453125,348.25
15,336.4375,364.5
15,337.890625,369.5
15,339.140625,381.25
15,340.28125,394.25
15,341.28125,408.75
15,344.265625,408.5
15,345.515625,403.25
15,347.046875,398.75
15,348.59375,393.5
15,349.90625,388.5
15,351.109375,384.75
15,352.703125,381.75
15,353.90625,378.0
15,355.3125,374.5
15,356.953125,371.75
15,358.21875,371.5
15,0.015625,366.5
15,1.1875,365.0
15,2.671875,358.25
15,4.109375,361.75
15,5.203125,360.25
15,6.484375,359.25
12,8.125,342.75
15,9.359375,357.75
15,17.8125,351.75
15,19.046875,359.75
15,24.515625,148.75
15,25.890625,148.75
15,27.265625,148.0
15,29.046875,147.75
15,30.0,147.25
15,32.15625,147.0
15,32.734375,147.0
15,34.109375,147.0
15,35.484375,147.0
15,36.859375,147.75
15,38.21875,147.5
15,39.59375,148.5
15,40.96875,148.25
15,42.421875,149.0
15,43.78125,149.25
15,46.15625,148.75
15,46.53125,146.75
12,50.40625,157.75
13,52.03125,157.0
11,53.40625,157.5
12,54.78125,157.75
9,56.15625,157.25
15,107.0,136.75
15,108.640625,134.0
15,108.828125,132.0
11,109.4375,131.25
15,123.40625,131.25
15,124.78125,132.0
15,126.5625,133.25
15,128.921875,135.0
15,134.5,254.75
15,136.6875,254.75
15,138.34375,256.0
15,138.4375,257.5
15,140.5625,258.25
15,141.84375,259.25
15,143.265625,261.5
15,144.8125,266.75
15,146.03125,271.0
15,146.984375,273.75
14,147.96875,273.25
8,149.859375,3069.75
15,152.515625,805.0
15,156.140625,534.25
15,164.578125,162.25
15,165.703125,164.75
15,174.1875,154.75
15,175.578125,154.75
15,176.9375,157.25
15,178.3125,160.0
15,182.953125,235.25
15,183.515625,353.5
15,184.703125,372.0
15,186.140625,390.5
15,187.515625,404.0
15,188.484375,416.25
15,189.6875,434.25
15,191.171875,456.5
15,192.21875,488.75
15,193.5625,504.75
15,194.828125,510.25
15,196.15625,515.75
15,197.3125,522.25
15,198.71875,531.5
15,200.03125,542.5
15,201.375,556.0
15,202.578125,575.0
13,203.890625,602.75
15,205.328125,619.75
15,206.71875,605.0
15,208.3125,577.0
15,209.859375,551.75
15,211.21875,535.75
15,212.5,525.0
15,213.984375,518.5
15,215.546875,515.25
15,216.859375,515.25
15,218.328125,516.0
15,219.484375,520.75
15,220.875,527.0
15,222.0625,536.5
15,223.5625,549.25
15,224.78125,560.5
15,226.125,564.75
15,227.53125,568.25
15,228.859375,571.5
15,230.1875,579.75
15,231.625,590.75
15,232.90625,611.25
15,234.109375,636.25
15,235.453125,662.75
15,236.75,672.0
15,238.140625,670.0
15,239.46875,668.25
15,240.90625,673.5
15,242.28125,680.25
9,246.515625,1493.25
12,247.921875,1469.0
15,252.84375,329.5
15,254.3125,330.0
15,255.421875,331.5
15,256.859375,318.5
15,260.4375,1413.0
14,261.765625,1418.0
12,264.96875,529.0
15,269.890625,1646.5
15,271.25,1635.5
15,272.640625,1629.0
15,280.296875,305.0
15,284.796875,217.25
13,282.578125,980.5
15,284.75,651.5
15,286.15625,605.0
15,286.984375,843.25
15,288.734375,661.5
15,290.203125,670.5
15,291.5625,1606.0
15,292.953125,1609.25
15,294.328125,1618.75
9,296.453125,871.75
15,297.203125,1406.5
15,298.65625,1286.25
7,301.171875,658.5
15,302.515625,657.25
15,304.078125,648.5
14,305.328125,635.0
10,306.75,624.75
15,309.375,649.0
15,310.828125,672.75
15,311.984375,702.25
15,313.375,703.5
15,314.84375,675.0
15,316.21875,651.0
15,317.671875,628.0
11,322.015625,384.25
15,323.734375,375.25
15,325.0625,356.5
9,330.546875,170.5
12,329.546875,323.25
8,330.78125,323.25
15,333.46875,344.0
15,334.921875,345.0
15,337.25,366.5
15,338.484375,377.0
15,339.953125,389.75
15,341.140625,402.25
15,342.25,416.75
15,343.890625,410.75
15,345.0625,404.5
15,346.703125,400.25
15,347.90625,395.25
15,349.3125,390.25
15,351.078125,386.5
15,352.203125,383.0
15,353.484375,379.75
15,354.890625,375.25
15,356.453125,372.75
15,357.875,370.0
15,0.53125,366.25
15,2.1875,364.25
15,3.734375,362.75
15,4.890625,360.25
15,6.3125,359.5
15,7.65625,359.75
15,8.921875,357.75
15,13.265625,274.0
15,24.015625,149.5
15,25.390625,148.75
15,26.765625,148.5
15,28.125,148.0
15,29.5,147.25
15,30.859375,147.25
15,32.234375,147.0
15,33.609375,147.25
15,34.96875,147.25
15,36.34375,147.25
15,37.703125,147.75
15,39.078125,147.75
15,40.4375,148.5
15,41.8125,149.25
15,43.296875,149.75
15,44.6875,149.75
15,46.046875,148.0
9,47.40625,147.25
15,51.546875,156.75
15,52.921875,156.5
11,54.296875,157.75
10,55.671875,159.5
8,57.046875,159.25
9,58.421875,162.75
7,59.796875,163.5
6,63.921875,167.75
11,105.140625,135.75
15,106.515625,135.0
15,109.703125,132.75
15,111.046875,131.5
10,124.609375,131.25
15,125.953125,131.75
15,126.859375,132.75
15,127.03125,134.25
15,133.859375,260.0
15,135.453125,255.0
15,138.078125,255.25
15,137.890625,256.75
15,140.46875,258.0
15,140.953125,258.5
15,142.109375,261.25
15,143.234375,264.75
15,144.671875,269.75
15,145.8125,273.75
15,147.640625,272.75
15,150.703125,3140.25
15,153.390625,797.25
15,155.671875,539.25
15,157.125,529.75
15,164.015625,162.0
15,165.40625,163.5
15,173.609375,156.5
15,174.984375,154.75
15,176.375,156.5
11,183.203125,354.5
15,184.515625,363.0
15,185.78125,383.0
15,186.90625,398.25
15,188.078125,410.75
15,189.5,424.25
15,190.453125,446.25
15,191.8125,471.75
15,192.84375,502.5
15,194.25,508.75
15,195.765625,512.0
15,196.890625,518.75
15,198.140625,526.25
15,199.484375,536.5
15,200.890625,548.75
15,202.25,564.75
15,203.390625,585.0
14,204.859375,611.25
15,206.203125,614.0
15,207.703125,590.0
15,209.171875,561.0
15,210.6875,542.25
15,212.140625,529.0
15,213.4375,521.5
15,214.921875,517.5
15,216.28125,515.25
15,217.5625,515.5
15,219.015625,517.0
15,220.28125,523.0
15,221.71875,531.75
15,223.078125,542.75
15,224.34375,555.25
15,225.484375,564.25
15,226.953125,567.25
15,228.3125,570.5
15,229.6875,576.75
15,231.0,586.25
15,232.359375,603.5
15,233.4375,626.5
15,234.8125,652.25
15,236.03125,672.0
15,237.421875,680.25
15,238.921875,679.75
15,240.171875,682.5
15,241.453125,694.5
12,245.859375,1518.75
15,247.265625,1511.75
15,256.09375,369.0
15,257.453125,366.5
15,258.765625,367.5
10,259.96875,366.0
15,269.21875,1658.25
15,270.578125,1638.5
15,271.96875,1629.5
15,277.578125,587.75
8,285.53125,218.0
15,284.015625,666.5
15,285.546875,615.75
15,289.515625,664.5
15,290.9375,1624.25
15,293.6875,1619.75
15,295.015625,1614.0
15,297.984375,1340.0
13,301.96875,657.75
15,303.296875,654.5
14,304.6875,640.0
15,308.78125,638.0
15,310.15625,662.75
